词语,词性种类,词义数,词义序号,情感分类,强度,极性,辅助情感分类,强度,极性,,
羊落虎口,idiom,1,1,NC,5,2,,,,,
抑郁不平,adj,1,1,NE,3,2,,,,,
今仇古恨,noun,1,1,ND,5,2,,,,,
忧国忧民,idiom,1,1,PH,5,1,,,,,
贫苦,adj,1,1,NE,5,2,NB,3,2,,
不知所以,adj,1,1,NL,5,2,,,,,
若有所丧,idiom,1,1,NJ,3,2,NB,3,2,,
乘兴而来，败兴而归,idiom,1,1,NE,1,2,,,,,
无处可逃,idiom,1,1,NJ,5,0,,,,,
勉勉强强,adj,1,1,NE,7,0,,,,,
费力,adj,1,1,NE,1,0,,,,,
败北,adj,1,1,NE,3,2,NJ,1,2,,
别嘴,adj,1,1,NE,1,2,,,,,
害臊,adj,1,1,NG,5,0,,,,,
自愧不如,adj,1,1,PH,3,0,,,,,
腆颜,adj,1,1,NG,1,0,,,,,
羞答答,adj,1,1,NG,3,0,,,,,
惭怍,adj,1,1,NG,3,2,NJ,1,2,,
愧悔,adj,1,1,NH,1,0,,,,,
背悔,verb,1,1,NH,3,0,,,,,
愧痛,adj,1,1,NH,5,2,NB,5,2,,
自省,adj,1,1,NH,1,0,,,,,
壮志未酬,idiom,1,1,NE,7,0,,,,,
惊骇,adj,1,1,NC,7,0,,,,,
人心浮动,idiom,1,1,NE,5,0,,,,,
惴惴不安,idiom,1,1,NE,3,0,NI,3,0,,
焦心,adj,1,1,NE,3,0,,,,,
惶惶不安,idiom,1,1,NE,5,0,NI,3,0,,
手足无措,idiom,1,1,NI,5,2,NI,3,2,,
激切,adj,1,1,PH,1,1,,,,,
慌神,adj,1,1,NI,5,0,,,,,
性急,adj,1,1,NI,3,0,,,,,
恍惚,adj,1,1,NN,3,0,,,,,
怀里揣着个小兔子－怦怦直跳,idiom,1,1,NI,3,0,NC,3,0,,
胸脯长草－心慌,idiom,1,1,NI,3,0,,,,,
举止失措,idiom,1,1,NI,5,0,,,,,
慌慌张张,adj,1,1,NI,3,2,,,,,
食不甘味,idiom,1,1,NI,3,2,,,,,
泡影,noun,1,1,NJ,5,0,,,,,
泄劲,adj,1,1,NJ,5,0,,,,,
令人遗憾,adj,1,1,NJ,3,0,,,,,
意懒心灰,idiom,1,1,NJ,3,2,NB,1,2,,
井底捞月,idiom,1,1,NJ,5,2,,,,,
难上加难,idiom,1,1,NE,5,0,,,,,
不逞,adj,1,1,NJ,3,2,NB,1,2,,
妒意,noun,1,1,NK,3,2,,,,,
犯红眼病,idiom,1,1,NK,5,2,,,,,
疑心,noun,1,1,NL,7,0,,,,,
生疑,adj,1,1,NL,7,0,,,,,
打问号,idiom,1,1,NL,5,0,,,,,
八面光,adj,1,1,NN,5,2,,,,,
抱残守缺,adj,1,1,NN,5,2,,,,,
不学无术,idiom,1,1,NN,7,2,,,,,
陈词滥调,noun,1,1,NN,5,2,,,,,
处心积虑,idiom,1,1,NN,5,2,,,,,
贪心,adj,1,1,NN,7,2,ND,1,2,,
恭维,verb,1,1,NN,1,2,,,,,
千人唱，万人和,idiom,1,1,PH,7,1,,,,,
大同境域,idiom,1,1,PH,7,1,,,,,
海不波溢,idiom,1,1,PH,5,1,PE,3,1,,
民和年丰,idiom,1,1,PH,5,1,,,,,
太平盛世,idiom,1,1,PH,7,1,PE,3,1,,
道路以目,idiom,1,1,ND,7,2,NC,5,2,,
民生凋敝,idiom,1,1,NN,5,2,NJ,3,2,,
政荒民弊,idiom,1,1,NN,9,2,,,,,
锄强扶弱,idiom,1,1,PH,3,1,PD,3,1,,
罚不当罪,idiom,1,1,NN,3,2,,,,,
桃李不言，下自成蹊,idiom,1,1,PH,5,1,PD,3,1,,
陶情养性,idiom,1,1,PH,5,1,,,,,
尺短寸长,idiom,1,1,PH,1,1,,,,,
居之不疑,idiom,1,1,PG,5,0,,,,,
披榛采兰,idiom,1,1,PH,3,1,,,,,
珊瑚在网,idiom,1,1,PH,5,1,,,,,
八仙过海，各显神通,idiom,1,1,PH,3,1,,,,,
独当一面,idiom,1,1,PH,5,1,PD,3,1,,
拱揖指挥,idiom,1,1,PH,5,1,,,,,
力所能及,idiom,1,1,PH,3,1,,,,,
拔葵去织,idiom,1,1,NN,7,2,,,,,
一清如水,idiom,1,1,PH,7,1,PD,5,1,,
欺公罔上,idiom,1,1,NN,9,2,ND,3,2,,
卖法市恩,idiom,1,1,NN,9,2,ND,3,2,,
贪墨成风,idiom,1,1,NN,9,2,ND,3,2,,
先天下之忧而忧，后天下之乐而乐,idiom,1,1,PH,9,1,PD,7,1,,
胸无宿物,idiom,1,1,PH,5,1,,,,,
扶善惩恶,idiom,1,1,PH,7,1,PD,3,1,,
义不容辞,idiom,1,1,PH,1,1,,,,,
扶危济困,idiom,1,1,PH,7,1,PD,3,1,,
助天为虐,idiom,1,1,NN,9,2,ND,5,2,,
信誉卓著,idiom,1,1,PH,7,1,,,,,
久假不归,idiom,1,1,NN,5,2,,,,,
粗茶淡饭,idiom,1,1,NB,3,0,,,,,
节用裕民,idiom,1,1,PH,7,1,,,,,
省吃俭用,idiom,1,1,PH,3,1,,,,,
浆酒霍肉,idiom,1,1,NN,9,2,ND,3,2,,
食前方丈,idiom,1,1,NN,7,2,,,,,
别出机杼,idiom,1,1,PH,5,1,,,,,
独树一帜,idiom,1,1,PH,7,1,,,,,
不召而来,idiom,1,1,PA,5,1,,,,,
无往不利,idiom,1,1,PA,7,1,PH,3,1,,
携泰山以超北海,idiom,1,1,NJ,3,2,,,,,
磨砖成镜,idiom,1,1,NJ,1,2,,,,,
履虎尾,idiom,1,1,NC,5,0,NI,3,0,,
危若朝露,idiom,1,1,NC,3,0,NI,3,0,,
奋起直追,idiom,1,1,PH,3,1,,,,,
难乎为继,idiom,1,1,NJ,3,0,,,,,
逆水行舟,idiom,1,1,NE,1,0,,,,,
险阻艰难,idiom,1,1,NJ,1,2,NE,1,2,,
负俗之累,idiom,1,1,NE,5,2,NJ,3,2,,
进退狼狈,idiom,1,1,NE,5,2,,,,,
枯鱼之肆,idiom,1,1,NB,5,2,NE,3,2,,
罗雀掘鼠,idiom,1,1,NJ,3,2,NE,5,2,,
上天无路，入地无门,idiom,1,1,NJ,7,0,NE,3,0,,
窜端匿迹,idiom,1,1,NN,3,2,,,,,
走投无路,idiom,1,1,NE,5,0,,,,,
韬光养晦,idiom,1,1,PH,1,1,,,,,
以升量石,idiom,1,1,NN,5,2,,,,,
苦乐不均,idiom,1,1,NN,5,2,,,,,
天壤之别,idiom,1,1,PH,3,0,,,,,
众寡不敌,idiom,1,1,NJ,5,2,,,,,
瓜熟蒂落,idiom,1,1,PG,9,1,,,,,
龙潭虎窟,idiom,1,1,NC,5,0,,,,,
计深虑远,idiom,1,1,PH,5,1,,,,,
升高自下,idiom,1,1,PH,5,1,,,,,
伯仲之间,idiom,1,1,PH,3,1,,,,,
千难万险,idiom,1,1,NC,3,0,,,,,
畏缩不前,idiom,1,1,NN,5,2,,,,,
回寒倒冷,idiom,1,1,NN,5,2,,,,,
复旧如新,idiom,1,1,PH,3,1,,,,,
千虑一失,idiom,1,1,NH,5,2,NJ,3,2,,
一念之差,idiom,1,1,NH,3,2,NJ,3,2,,
相濡以沫,idiom,1,1,PH,5,1,PG,3,1,,
左提右挈,idiom,1,1,PH,5,1,,,,,
管止神行,idiom,1,1,PH,5,1,,,,,
心手相应,idiom,1,1,PH,5,1,PE,3,1,,
恐后无凭,idiom,1,1,NC,1,0,NI,3,0,,
凿凿有据,idiom,1,1,PG,3,0,,,,,
遍地开花,idiom,1,1,PH,5,1,,,,,
一日千里,idiom,1,1,PH,5,1,,,,,
回心转意,idiom,1,1,PE,5,1,,,,,
蓬生麻中，不扶自直,idiom,1,1,PH,5,1,PD,3,1,,
逾淮之橘,idiom,1,1,NN,3,2,NJ,1,2,,
乐极生悲,idiom,1,1,NN,7,2,NB,5,2,,
有志不在年高,idiom,1,1,PH,3,1,,,,,
群策群力,idiom,1,1,PH,3,1,,,,,
移山倒海,idiom,1,1,PH,5,1,,,,,
避实就虚,idiom,1,1,NN,1,2,,,,,
扫榻以待,idiom,1,1,PH,3,1,,,,,
狐裘羔袖,idiom,1,1,NN,3,2,,,,,
清和平允,idiom,1,1,PH,3,1,,,,,
老成之见,idiom,1,1,PH,3,1,,,,,
昆山片玉,idiom,1,1,PH,7,1,,,,,
忍辱含垢,idiom,1,1,NN,1,2,NE,3,2,,
麟肝凤髓,idiom,1,1,PH,7,1,,,,,
希世之宝,idiom,1,1,PH,7,1,PC,5,1,,
入乡随俗,idiom,1,1,PH,3,1,,,,,
固执己见,idiom,1,1,NN,5,2,,,,,
好丹非素,idiom,1,1,NN,3,2,,,,,
人心惟危,idiom,1,1,NN,7,2,NL,5,2,,
神鬼莫测,idiom,1,1,PH,3,3,NN,1,3,,
眉目不清,idiom,1,1,NN,3,2,,,,,
泥古不化,idiom,1,1,NN,7,2,,,,,
七老八十,idiom,1,1,NN,3,0,,,,,
人生七十古来稀,idiom,1,1,PH,7,1,,,,,
夭桃秾李,idiom,1,1,PH,7,1,PD,3,1,,
安贫乐道,idiom,1,1,PH,3,1,,,,,
烟霞痼疾,idiom,1,1,NN,3,2,,,,,
泣如雨下,idiom,1,1,NB,5,0,,,,,
痛哭流涕,idiom,1,1,NB,7,0,,,,,
赏罚不明,idiom,1,1,NN,5,2,NJ,5,2,,
向平之愿,idiom,1,1,PA,3,1,,,,,
诗礼之家,idiom,1,1,PD,5,1,,,,,
高门大屋,idiom,1,1,PH,3,1,,,,,
赏罚无章,idiom,1,1,NN,5,2,,,,,
蓬户筚门,idiom,1,1,NN,1,2,,,,,
蜗舍荆扉,idiom,1,1,NN,3,2,,,,,
拈花微笑,idiom,1,1,PA,3,1,,,,,
闲情逸致,idiom,1,1,PA,3,0,PE,3,0,,
泛萍浮梗,idiom,1,1,NB,3,0,,,,,
落魄江湖,idiom,1,1,NB,3,2,,,,,
亘古奇闻,idiom,1,1,PC,9,0,,,,,
形容憔悴,idiom,1,1,NB,3,2,,,,,
病入膏肓,idiom,1,1,NB,5,2,,,,,
偕生之疾,idiom,1,1,NB,3,0,,,,,
三长两短,idiom,1,1,NB,3,0,NI,3,0,,
节哀顺变,idiom,1,1,NB,3,0,,,,,
孤苦伶仃,idiom,1,1,NB,7,0,,,,,
孤行吊影,idiom,1,1,NB,5,2,NE,3,2,,
克绍箕裘,idiom,1,1,PE,3,1,PH,1,1,,
不祧之祖,idiom,1,1,PH,7,1,PD,5,1,,
立身扬名,idiom,1,1,PH,5,1,PD,1,1,,
名重一时,idiom,1,1,PH,5,1,PD,1,1,,
妙语解颐,idiom,1,1,PH,7,1,PA,3,1,,
持平之论,idiom,1,1,PH,3,1,,,,,
一字一板,idiom,1,1,PH,3,3,NN,1,3,,
能说会道,idiom,1,1,PH,3,3,NN,1,3,,
敏于事，慎于言,idiom,1,1,PH,5,1,,,,,
分毫析厘,idiom,1,1,PH,3,1,,,,,
胡说八道,idiom,1,1,NN,7,2,,,,,
信口开河,idiom,1,1,NN,3,2,,,,,
弄嘴弄舌,idiom,1,1,NN,5,2,,,,,
空头支票,idiom,1,1,NN,5,2,ND,3,2,,
言不顾行,idiom,1,1,NN,3,2,,,,,
喋喋不休,idiom,1,1,NN,3,2,,,,,
妄下雌黄,idiom,1,1,NN,7,2,,,,,
不得善终,idiom,1,1,ND,5,2,NN,3,2,,
郑人买履,idiom,1,1,NN,3,2,,,,,
"眉头一皱,计上心头",idiom,1,1,PH,5,1,,,,,
临机应变,idiom,1,1,PH,3,1,,,,,
守经达权,idiom,1,1,PH,1,1,,,,,
铭感不忘,idiom,1,1,PH,5,1,,,,,
中心藏之,idiom,1,1,PF,3,0,,,,,
历历在目,idiom,1,1,PF,3,0,,,,,
心知其意,idiom,1,1,PG,3,1,,,,,
如梦方醒,idiom,1,1,PA,3,0,,,,,
反求诸己,idiom,1,1,PH,3,1,,,,,
责躬罪己,idiom,1,1,NH,3,0,,,,,
旁敲侧击,idiom,1,1,NN,3,2,,,,,
东烘先生,idiom,1,1,NN,3,2,,,,,
醉酒妇人,idiom,1,1,NN,3,2,,,,,
傍人门户,idiom,1,1,NN,3,2,,,,,
莫予毒也,idiom,1,1,NN,5,2,,,,,
挟长挟贵,idiom,1,1,NN,5,2,,,,,
八砖学士,idiom,1,1,NN,5,2,,,,,
欺天罔人,idiom,1,1,NN,7,2,ND,5,2,,
甜言蜜语,idiom,1,1,NN,5,3,PB,3,3,,
摧眉折腰,idiom,1,1,NN,3,2,,,,,
灭顶之灾,idiom,1,1,NC,9,2,NI,3,2,,
无妄之灾,idiom,1,1,NE,5,2,,,,,
堆金积玉,idiom,1,1,PH,5,1,,,,,
风清月白,idiom,1,1,PH,5,1,,,,,
并日而食,idiom,1,1,NB,3,2,,,,,
鳞次栉比,idiom,1,1,PH,5,1,,,,,
环堵萧然,idiom,1,1,NB,3,2,,,,,
履穿踵决,idiom,1,1,NB,3,2,,,,,
攀高接贵,idiom,1,1,ND,5,2,NN,3,2,,
三旬九食,idiom,1,1,NB,3,2,,,,,
一人得道，鸡犬升天,idiom,1,1,NN,5,2,ND,3,2,,
晚食当肉,idiom,1,1,PH,5,1,,,,,
流言惑众,idiom,1,1,NN,5,2,,,,,
造谣生事,idiom,1,1,ND,5,2,,,,,
搬弄是非,idiom,1,1,ND,5,2,NN,3,2,,
言三语四,idiom,1,1,ND,5,2,NN,3,2,,
苦心经营,idiom,1,1,NE,3,0,,,,,
公平交易,idiom,1,1,PH,3,1,,,,,
残虐不仁,idiom,1,1,NN,9,2,ND,7,2,,
独夫民贼,idiom,1,1,NN,5,2,,,,,
杀人如草,idiom,1,1,NN,7,2,ND,5,2,,
图财害命,idiom,1,1,ND,9,2,NN,9,2,,
狰狞面目,idiom,1,1,ND,7,2,,,,,
如牛负重,idiom,1,1,NE,3,0,,,,,
两得其便,idiom,1,1,PA,3,0,,,,,
日削月朘,idiom,1,1,ND,7,2,NB,5,2,,
疾风知劲草,idiom,1,1,PH,7,1,,,,,
任人宰割,idiom,1,1,NN,5,2,,,,,
严阵以待,idiom,1,1,PH,5,1,,,,,
兵精粮足,idiom,1,1,PH,5,1,,,,,
兵临城下,idiom,1,1,NI,5,2,NC,3,2,,
互相残杀,idiom,1,1,NN,7,2,NB,7,2,,
首鼠模棱,idiom,1,1,NN,3,2,NL,3,2,,
低眉顺眼,idiom,1,1,NN,3,2,,,,,
俯首听命,idiom,1,1,NN,5,2,,,,,
仰人鼻息,idiom,1,1,NN,5,2,,,,,
尤而效之,idiom,1,1,NN,3,2,,,,,
守钱虏,idiom,1,1,NN,5,2,ND,3,2,,
桃代李僵,idiom,1,1,NN,1,2,,,,,
捧头鼠窜,idiom,1,1,ND,7,2,NN,5,2,,
装疯卖傻,idiom,1,1,NN,5,2,ND,1,2,,
佛口蛇心,idiom,1,1,ND,7,2,NN,5,2,,
越扶越醉,idiom,1,1,NN,5,2,,,,,
暴虎冯河,idiom,1,1,NN,5,2,,,,,
暮夜无知,idiom,1,1,NN,5,2,,,,,
星飞电急,idiom,1,1,NI,7,0,,,,,
刻不容缓,idiom,1,1,NI,5,0,,,,,
莫可名状,idiom,1,1,PB,9,3,NE,3,3,,
不夷不惠,idiom,1,1,PH,3,1,,,,,
倒果为因,idiom,1,1,NN,7,2,,,,,
舍本事末,idiom,1,1,NN,5,2,,,,,
方枘圆凿,idiom,1,1,NN,3,2,,,,,
牛蹄之涔,idiom,1,1,NE,7,0,NB,3,0,,
邂逅相遇,idiom,1,1,PA,3,1,,,,,
当场出彩,idiom,1,1,NA,7,2,NG,3,2,,
泄露天机,idiom,1,1,NN,5,0,,,,,
转祸为福,idiom,1,1,PE,7,1,PA,3,1,,
此一时，彼一时,idiom,1,1,NN,3,2,,,,,
危机存亡之秋,idiom,1,1,NC,7,0,NI,3,0,,
针锋相对,idiom,1,1,NA,7,0,,,,,
兄弟阋墙,idiom,1,1,NN,7,2,,,,,
牵强附会,idiom,1,1,NN,5,2,NE,3,2,,
空穴来风,idiom,1,1,NN,5,2,,,,,
欺良压善,idiom,1,1,NN,5,2,ND,3,2,,
肆言谩骂,idiom,1,1,NN,7,2,,,,,
悍然不顾,idiom,1,1,NN,7,2,,,,,
含垢藏疾,idiom,1,1,NN,7,2,ND,5,2,,
败军之将,idiom,1,1,NN,5,2,NG,5,2,,
河东狮吼,idiom,1,1,NN,3,2,,,,,
咏月嘲风,idiom,1,1,NN,3,2,NE,3,2,,
呼朋引类,idiom,1,1,PA,5,2,,,,,
拖人下水,idiom,1,1,NN,5,2,,,,,
群龙无首,idiom,1,1,NE,5,0,NI,3,0,,
惹火烧身,idiom,1,1,NE,5,0,,,,,
引水入墙,idiom,1,1,NN,5,2,,,,,
大呼小叫,idiom,1,1,NN,3,2,NI,3,2,,
推三阻四,idiom,1,1,NN,5,2,,,,,
应权通变,idiom,1,1,PH,3,1,,,,,
包打天下,idiom,1,1,NN,5,2,,,,,
殚精竭虑,idiom,1,1,PH,7,1,,,,,
不了了之,idiom,1,1,NN,3,2,,,,,
目无王法,idiom,1,1,NN,7,2,NA,7,2,,
金龟换酒,idiom,1,1,PH,5,1,NN,3,1,,
春暖花开,idiom,1,1,PB,5,1,PH,3,1,,
柳暗花明,idiom,1,1,PA,5,1,PB,3,1,,
林寒涧肃,idiom,1,1,NB,5,0,,,,,
雪虐风饕,idiom,1,1,NC,9,2,NI,7,2,,
惨绿愁红,idiom,1,1,NB,5,0,,,,,
火树银花,idiom,1,1,PB,5,1,PA,1,1,,
黯然失色,idiom,1,1,NG,5,2,,,,,
虎头虎脑,idiom,1,1,PB,5,1,PH,3,1,,
窥间伺隙,idiom,1,1,NN,7,2,ND,5,2,,
惊弓之鸟,idiom,1,1,NC,7,2,NI,3,2,,
打草惊蛇,idiom,1,1,NN,5,2,NI,3,2,,
拿糖作醋,idiom,1,1,ND,5,2,NN,3,2,,
深图密虑,idiom,1,1,PH,5,1,,,,,
孤掌难鸣,idiom,1,1,NB,5,0,NE,3,0,,
文才武略,idiom,1,1,PH,5,1,,,,,
钻天入地,idiom,1,1,PH,9,1,,,,,
才气过人,idiom,1,1,PH,9,1,PD,5,1,,
公才公望,idiom,1,1,PH,7,1,PD,5,1,,
绝世无双,idiom,1,1,PH,9,1,,,,,
弸中彪外,idiom,1,1,PH,7,1,,,,,
人中骐骥,idiom,1,1,PH,7,1,,,,,
王佐之才,idiom,1,1,PH,9,1,PD,3,1,,
崭露头角,idiom,1,1,PH,5,1,,,,,
大方之家,idiom,1,1,PH,5,1,,,,,
观于海者难为水,idiom,1,1,PH,5,1,,,,,
满腹诗书,idiom,1,1,PH,7,1,PD,3,1,,
井底之蛙,idiom,1,1,NN,5,2,,,,,
远见卓识,idiom,1,1,PH,7,1,,,,,
岁寒知松柏,idiom,1,1,PG,7,1,PD,7,1,,
平步青云,idiom,1,1,PA,5,1,PE,3,1,,
感恩戴德,idiom,1,1,PH,9,1,PD,5,1,,
面壁功深,idiom,1,1,PH,7,1,PD,3,1,,
英雄所见略同,idiom,1,1,PH,7,1,PG,3,1,,
心余力绌,idiom,1,1,NE,5,0,NJ,5,0,,
土鸡瓦犬,idiom,1,1,NN,5,2,,,,,
一纸空文,idiom,1,1,NN,5,2,,,,,
怪模怪样,idiom,1,1,NN,3,2,,,,,
一得之功,idiom,1,1,PA,1,1,,,,,
对酒当歌,idiom,1,1,PA,5,1,,,,,
生死不二,idiom,1,1,PH,5,1,,,,,
小家碧玉,idiom,1,1,PH,3,1,PB,3,1,,
河汾门下,idiom,1,1,PD,3,1,PH,1,1,,
龙眉皓发,idiom,1,1,PD,3,1,PH,1,1,,
乐道安贫,idiom,1,1,PH,5,1,PE,3,1,,
吹灰之力,idiom,1,1,PE,9,1,,,,,
以碫投卵,idiom,1,1,PE,9,1,PG,3,1,,
倾心吐胆,idiom,1,1,PH,3,1,PA,1,1,,
夫唱妇随,idiom,1,1,PH,3,1,,,,,
方兴未艾,idiom,1,1,PH,7,1,,,,,
与日俱增,idiom,1,1,PH,5,1,,,,,
功垂竹帛,idiom,1,1,PH,9,1,PD,3,1,,
倍道兼行,idiom,1,1,PH,7,1,,,,,
攻苦食淡,idiom,1,1,PH,7,1,PD,3,1,,
韦编三绝,idiom,1,1,PH,9,1,PD,3,1,,
自强不息,idiom,1,1,PH,7,1,,,,,
耳闻不如目见,idiom,1,1,PH,1,1,,,,,
割股之心,idiom,1,1,PH,5,1,PD,3,1,,
相辅相成,idiom,1,1,PH,3,1,,,,,
鼋鸣鳖应,idiom,1,1,PH,3,1,,,,,
独步一时,idiom,1,1,PH,5,1,,,,,
国士无双,idiom,1,1,PH,7,1,,,,,
教一识百,idiom,1,1,PH,3,1,,,,,
手不停挥,idiom,1,1,PH,5,0,,,,,
五行并下,idiom,1,1,PH,3,1,,,,,
工欲善其事，必先利其器,idiom,1,1,PH,3,1,,,,,
面面俱到,idiom,1,1,PH,5,0,,,,,
名士风流,idiom,1,1,PH,5,1,,,,,
一表非俗,idiom,1,1,PH,3,1,,,,,
靡颜腻理,idiom,1,1,PH,5,1,PB,3,1,,
星眸皓齿,idiom,1,1,PH,5,1,PB,3,1,,
丰姿冶丽,idiom,1,1,PH,7,1,,,,,
白发红颜,idiom,1,1,PH,3,1,,,,,
知恩报恩,idiom,1,1,PH,5,1,,,,,
欧鹭忘机,idiom,1,1,PH,3,1,,,,,
推诚相见,idiom,1,1,PH,5,1,PG,3,1,,
直到事人,idiom,1,1,PH,5,1,,,,,
情见乎辞,idiom,1,1,PH,3,1,,,,,
经始大业,idiom,1,1,PH,9,1,,,,,
待时守分,idiom,1,1,PH,3,1,,,,,
改天换地,idiom,1,1,PH,5,1,,,,,
与民更始,idiom,1,1,PH,3,1,,,,,
得饶人处且饶人,idiom,1,1,PH,3,0,,,,,
略迹原情,idiom,1,1,PH,3,1,,,,,
雅量豁然,idiom,1,1,PH,5,1,,,,,
力争经营,idiom,1,1,PH,1,1,,,,,
箭不虚发,idiom,1,1,PH,5,1,PD,3,1,,
围魏救赵,idiom,1,1,PH,1,0,,,,,
百战百胜,idiom,1,1,PH,7,1,,,,,
挥戈反日,idiom,1,1,PH,7,1,PD,3,1,,
生力军,idiom,1,1,PH,3,1,,,,,
骁勇善战,idiom,1,1,PH,5,1,,,,,
左萦右拂,idiom,1,1,PH,3,1,PE,1,1,,
目不窥园,idiom,1,1,PH,3,1,,,,,
鹰瞵鹗视,idiom,1,1,NC,3,2,NA,1,2,,
载酒问字,idiom,1,1,PH,3,1,,,,,
教导有方,idiom,1,1,PH,5,1,,,,,
改过迁善,idiom,1,1,PH,5,1,,,,,
洗心换骨,idiom,1,1,PH,5,1,,,,,
不衫不履,idiom,1,1,NN,3,2,,,,,
阿谀顺旨,idiom,1,1,ND,5,2,NN,5,2,,
妨功害能,idiom,1,1,ND,5,2,NN,5,2,,
大腹便便,idiom,1,1,NN,1,2,,,,,
老态龙钟,idiom,1,1,NN,3,2,NB,1,2,,
流年不利,idiom,1,1,NJ,3,2,NE,3,2,,
功败垂成,idiom,1,1,NJ,9,0,,,,,
无济于事,idiom,1,1,NJ,5,0,,,,,
落荒而逃,idiom,1,1,NN,7,2,NJ,5,2,,
损兵折将,idiom,1,1,NJ,3,2,NB,3,2,,
莫此为甚,idiom,1,1,NN,9,2,,,,,
绣花枕头,idiom,1,1,NN,5,2,,,,,
不舞之鹤,idiom,1,1,NN,5,2,,,,,
朽木不雕,idiom,1,1,NN,5,2,,,,,
害人不浅,idiom,1,1,NN,7,2,,,,,
无可救药,idiom,1,1,NN,7,2,,,,,
鼠窃狗盗,idiom,1,1,NN,5,2,ND,1,2,,
天诛地灭,idiom,1,1,ND,9,2,NN,7,2,,
戴盆望天,idiom,1,1,NN,3,2,NJ,3,2,,
弄巧成拙,idiom,1,1,NN,5,2,,,,,
以狸饵鼠,idiom,1,1,NJ,5,2,,,,,
袭人故技,idiom,1,1,NN,5,2,,,,,
反裘负刍,idiom,1,1,NN,5,2,,,,,
鸡胸龟背,idiom,1,1,NN,3,2,ND,1,2,,
谄上抑下,idiom,1,1,NN,5,2,ND,3,2,,
罪莫大焉,idiom,1,1,NN,9,2,,,,,
身败名裂,idiom,1,1,NN,9,2,,,,,
困而学之,idiom,1,1,PH,1,1,,,,,
一簧两舌,idiom,1,1,NN,5,2,,,,,
悬断是非,idiom,1,1,NN,3,2,,,,,
玩物丧志,idiom,1,1,NN,7,2,,,,,
赔了夫人又折兵,idiom,1,1,NN,7,2,NJ,5,2,,
自食其果,idiom,1,1,NN,7,2,,,,,
迁延过时,idiom,1,1,NN,1,0,,,,,
不露圭角,idiom,1,1,PH,3,1,PD,1,1,,
家业凋零,idiom,1,1,NB,3,0,,,,,
缄口藏舌,idiom,1,1,NN,3,2,NC,1,2,,
羞与为伍,idiom,1,1,ND,5,2,NG,3,2,,
泥牛入海,idiom,1,1,NJ,5,0,,,,,
凡夫俗子,idiom,1,1,NN,3,2,,,,,
不安于室,idiom,1,1,NN,5,2,,,,,
无翼而飞,idiom,1,1,PC,5,0,,,,,
傅粉何郎,idiom,1,1,PH,5,1,,,,,
因小失大,idiom,1,1,NN,5,2,,,,,
囫囵吞枣,idiom,1,1,NN,5,2,,,,,
雕章琢句,idiom,1,1,PH,3,1,,,,,
乞浆得酒,idiom,1,1,PA,3,0,,,,,
情窦初开,idiom,1,1,PB,1,0,,,,,
道义之交,idiom,1,1,PB,1,0,,,,,
深情厚谊,idiom,1,1,PB,1,0,,,,,
一见如故,idiom,1,1,PB,3,0,PD,1,0,,
不期然而然,idiom,1,1,PC,3,0,,,,,
猝不及防,idiom,1,1,PC,5,0,,,,,
交浅言深,idiom,1,1,PH,3,1,,,,,
不同流俗,idiom,1,1,PH,5,1,,,,,
归马放牛,idiom,1,1,PE,3,0,,,,,
寂天寞地,idiom,1,1,NN,3,2,,,,,
患难之交,idiom,1,1,PB,3,0,,,,,
一丝不挂,idiom,1,1,NN,1,0,,,,,
须眉交白,idiom,1,1,PD,1,0,,,,,
首肯心折,idiom,1,1,PH,9,1,,,,,
玉昆金友,idiom,1,1,PH,9,1,,,,,
不忘故剑,idiom,1,1,PB,3,1,PF,3,1,,
耳闻目睹,idiom,1,1,PG,3,0,,,,,
切磋琢磨,idiom,1,1,PH,1,0,,,,,
研核是非,idiom,1,1,PH,1,0,,,,,
道听途说,idiom,1,1,NN,3,0,,,,,
自顾不暇,idiom,1,1,NE,3,0,,,,,
荆钗布裙,idiom,1,1,PH,1,0,,,,,
白黑分明,idiom,1,1,PH,5,1,,,,,
运用之妙，存乎一心,idiom,1,1,PH,3,1,,,,,
班师回朝,idiom,1,1,PH,5,1,PA,5,1,,
含英咀华,idiom,1,1,PH,3,1,,,,,
五车书,idiom,1,1,PH,5,1,PD,3,1,,
承上启下,idiom,1,1,PH,3,0,,,,,
鸿篇巨制,idiom,1,1,PH,5,1,,,,,
正心诚意,idiom,1,1,PH,5,1,,,,,
小廉曲谨,idiom,1,1,PH,5,1,PD,3,1,,
单枪匹马,idiom,1,1,PH,7,1,PD,3,1,,
履险如夷,idiom,1,1,PH,9,1,PE,3,1,,
勇者不惧,idiom,1,1,PH,7,1,,,,,
宁为玉碎，不为瓦全,idiom,1,1,PH,3,1,,,,,
安危与共,idiom,1,1,PH,5,1,PB,1,1,,
大杖则走,idiom,1,1,PH,5,1,PB,1,1,,
程门立雪,idiom,1,1,PH,5,1,PD,3,1,,
敬天爱民,idiom,1,1,PD,7,1,PH,5,1,,
以礼相待,idiom,1,1,PD,7,1,,,,,
集思广益,idiom,1,1,PH,5,1,,,,,
朝闻夕改,idiom,1,1,PH,5,1,,,,,
卑以自牧,idiom,1,1,PH,3,3,NN,1,3,,
大巧若拙,idiom,1,1,PH,7,1,PD,3,1,,
